Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-04-26,80.62,80.915,80.15,80.52,3661571.0,0.0,1.0,80.31723741344913,80.61112956225796,79.84900246449948,80.21761295622579,3661571.0
2017-04-27,80.77,80.87,80.08,80.33,2922676.0,0.0,1.0,80.46667409928412,80.56629855650746,79.77926534444315,80.02832648750147,2922676.0
2017-04-28,79.94,80.17,79.05,79.25,5313188.0,0.0,1.0,79.63979110433048,79.86892735594414,78.75313343504284,78.9523823494895,5313188.0
2017-05-01,79.22,79.49,78.88,79.23,3458137.0,0.0,1.0,78.9224950123225,79.19148104682549,78.58377185776317,78.93245745804484,3458137.0
2017-05-02,79.15,79.66,79.15,79.54,3334875.0,0.0,1.0,78.85275789226617,79.36084262410515,78.85275789226617,79.24129327543716,3334875.0
2017-05-03,79.23,79.51,78.695,78.83,3800627.0,0.0,1.0,78.93245745804484,79.21140593827016,78.39946661190001,78.53395962915151,3800627.0
2017-05-04,79.23,79.42,77.99,78.33,3902166.0,0.0,1.0,78.93245745804484,79.12174392676916,77.69711418847552,78.03583734303486,3902166.0
2017-05-05,78.61,78.73,77.875,78.32,2936747.0,0.0,1.0,78.31478582326018,78.43433517192818,77.5825460626687,78.02587489731252,2936747.0
2017-05-08,78.5,78.74,77.95,78.16,2608590.0,0.0,1.0,78.20519892031452,78.4442976176505,77.6572644055862,77.8664757657552,2608590.0
2017-05-09,78.16,78.74,78.09,78.44,2570621.0,0.0,1.0,77.8664757657552,78.4442976176505,77.79673864569887,78.14542424598052,2570621.0
2017-05-10,78.28,78.66,78.14,78.65,2396925.0,0.0,1.0,77.9860251144232,78.36459805187185,77.84655087431052,78.35463560614951,2396925.0
2017-05-11,78.2,78.45,77.25,77.92,3780643.0,0.0,1.0,77.90632554864453,78.15538669170286,76.9598932050229,77.62737706841921,3780643.0
2017-05-12,77.7,77.8134,77.22,77.49,2865797.0,0.0,1.0,77.40820326252788,77.52117739701913,76.93000586785588,77.19899190235887,2865797.0
2017-05-15,77.48,78.62,77.48,78.33,3317059.0,0.0,1.0,77.18902945663655,78.32474826898252,77.18902945663655,78.03583734303486,3317059.0
2017-05-16,78.6,78.64,77.84,78.13,2457503.0,0.0,1.0,78.30482337753784,78.34467316042718,77.54767750264054,77.83658842858819,2457503.0
2017-05-17,76.78,77.45,76.24,76.37,4441564.0,0.0,1.0,76.49165825607324,77.15914211946955,75.95368618706725,76.08319798145759,4441564.0
2017-05-18,76.27,76.845,75.97,76.38,3545677.0,0.0,1.0,75.98357352423425,76.55641415326839,75.68470015256426,76.09316042717991,3545677.0
2017-05-19,76.55,77.35,76.3,76.8,3283915.0,0.0,1.0,76.26252200445957,77.05951766224621,76.01346086140124,76.5115831475179,3283915.0
2017-05-22,76.95,77.12,76.5,76.98,2799270.0,0.0,1.0,76.6610198333529,76.83038141063255,76.21270977584791,76.69090717051989,2799270.0
2017-05-23,77.02,77.42,76.816,77.2,2239622.0,0.0,1.0,76.73075695340923,77.12925478230255,76.52752306067363,76.91008097641122,2239622.0
2017-05-24,77.46,77.46,76.93,77.12,2180625.0,0.0,1.0,77.16910456519187,77.16910456519187,76.64109494190824,76.83038141063255,2180625.0
2017-05-25,77.49,77.92,77.26,77.44,3185222.0,0.0,1.0,77.19899190235887,77.62737706841921,76.96985565074523,77.14917967374721,3185222.0
2017-05-26,77.17,77.6,77.02,77.46,1858801.0,0.0,1.0,76.88019363924423,77.30857880530453,76.73075695340923,77.16910456519187,1858801.0
2017-05-30,77.24,77.42,76.9889,77.09,2073038.0,0.0,1.0,76.94993075930054,77.12925478230255,76.69977374721277,76.80049407346556,2073038.0
2017-05-31,77.09,77.11,75.98,76.94,3117138.0,0.0,1.0,76.80049407346556,76.82041896491022,75.6946625982866,76.65105738763056,3117138.0
2017-06-01,77.23,78.38,76.95,78.28,3553420.0,0.0,1.0,76.93996831357822,78.08564957164651,76.6610198333529,77.9860251144232,3553420.0
2017-06-02,77.77,78.735,77.77,78.49,3534804.0,0.0,1.0,77.47794038258421,78.43931639478934,77.47794038258421,78.19523647459218,3534804.0
2017-06-05,78.75,79.2,78.61,78.97,2738634.0,0.0,1.0,78.45426006337284,78.90257012087784,78.31478582326018,78.67343386926417,2738634.0
2017-06-06,78.46,78.93,78.29,78.85,2878015.0,0.0,1.0,78.16534913742518,78.63358408637485,77.99598756014554,78.55388452059617,2878015.0
2017-06-07,78.91,80.09,78.79,79.81,4284079.0,0.0,1.0,78.61365919493016,79.78922779016548,78.49410984626219,79.51027930994016,4284079.0
2017-06-08,79.71,80.202,79.6695,79.95,4079817.0,0.0,1.0,79.41065485271682,79.9008071822556,79.37030694754137,79.64975355005282,4079817.0
2017-06-09,80.39,80.73,79.73,80.31,3849413.0,0.0,1.0,80.08810116183547,80.4268243163948,79.43057974416149,80.0084015960568,3849413.0
2017-06-12,80.35,80.73,79.95,80.17,3352279.0,0.0,1.0,80.04825137894613,80.4268243163948,79.64975355005282,79.86892735594414,3352279.0
2017-06-13,80.2,80.74,80.07,80.59,3174361.0,0.0,1.0,79.89881469311115,80.43678676211712,79.76930289872081,80.28735007628214,3174361.0
2017-06-14,80.11,80.92,79.62,80.84,4013089.0,0.0,1.0,79.80915268161014,80.61611078511912,79.32099284121583,80.53641121934047,4013089.0
2017-06-15,80.38,81.24,80.23,80.7,2773369.0,0.0,1.0,80.07813871611313,80.93490904823378,79.92870203027815,80.39693697922779,2773369.0
2017-06-16,80.86,81.48,80.77,81.45,5914697.0,0.0,1.0,80.55633611078513,81.17400774556978,80.46667409928412,81.14412040840277,5914697.0
2017-06-19,81.56,81.94,81.29,81.88,3076473.0,0.0,1.0,81.25370731134844,81.63228024879709,80.98472127684545,81.5725055744631,3076473.0
2017-06-20,81.98,82.81,81.8,82.51,3929088.0,0.0,1.0,81.67213003168642,82.49901302664007,81.49280600868443,82.20013965497009,3929088.0
2017-06-21,82.6,82.8,81.99,82.21,2683412.0,0.0,1.0,82.28980166647106,82.48905058091773,81.68209247740876,81.90126628330007,2683412.0
2017-06-22,82.11,82.625,82.06,82.25,2312070.0,0.0,1.0,81.80164182607675,82.31470778077691,81.75182959746509,81.94111606618942,2312070.0
2017-06-23,82.39,82.7,82.06,82.22,3785322.0,0.0,1.0,82.08059030630208,82.3894261236944,81.75182959746509,81.91122872902241,3785322.0
2017-06-26,82.499,83.285,82.44,82.96,2491613.0,0.0,1.0,82.1891809646755,82.97222919845089,82.13040253491374,82.64844971247506,2491613.0
2017-06-27,83.06,83.52,83.01,83.08,2994829.0,0.0,1.0,82.7480741696984,83.20634667292572,82.69826194108674,82.76799906114306,2994829.0
2017-06-28,83.51,84.265,83.4,83.97,3666486.0,0.0,1.0,83.19638422720338,83.94854887923952,83.08679732425773,83.6546567304307,3666486.0
2017-06-29,84.92,85.39,83.1559,83.63,5092624.0,0.0,1.0,84.60108907405234,85.069324023002,82.84361402417557,83.31593357587137,5092624.0
2017-06-30,84.09,84.64,83.59,84.24,3320821.0,0.0,1.0,83.7742060790987,84.32214059382702,83.27608379298205,83.92364276493369,3320821.0
2017-07-03,84.69,85.735,84.69,85.1,2306874.0,0.0,1.0,84.37195282243869,85.41302840042249,84.37195282243869,84.78041309705434,2306874.0
2017-07-05,85.22,85.88,84.81,84.89,3501204.0,0.32,1.0,85.22,85.88,84.81,84.89,3501204.0
2017-07-06,84.67,84.84,83.72,83.74,3213448.0,0.0,1.0,84.67,84.84,83.72,83.74,3213448.0
2017-07-07,83.93,84.685,83.77,84.33,2454587.0,0.0,1.0,83.93,84.685,83.77,84.33,2454587.0
2017-07-10,84.13,84.57,83.97,84.3,2147747.0,0.0,1.0,84.13,84.57,83.97,84.3,2147747.0
2017-07-11,84.23,84.305,83.54,84.16,2733163.0,0.0,1.0,84.23,84.305,83.54,84.16,2733163.0
2017-07-12,84.28,84.98,84.055,84.82,4629141.0,0.0,1.0,84.28,84.98,84.055,84.82,4629141.0
2017-07-13,84.93,85.43,84.74,85.37,3309411.0,0.0,1.0,84.93,85.43,84.74,85.37,3309411.0
2017-07-14,84.85,85.56,84.59,85.28,3354705.0,0.0,1.0,84.85,85.56,84.59,85.28,3354705.0
2017-07-17,85.13,85.52,84.78,85.22,2190465.0,0.0,1.0,85.13,85.52,84.78,85.22,2190465.0
2017-07-18,84.96,85.56,84.76,85.52,2815983.0,0.0,1.0,84.96,85.56,84.76,85.52,2815983.0
